trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
The Press Club ,144.9727209,-37.81546181,18,Melbourne (CBD),111071,restaurant
Kiss N' Fly,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Welcome Stranger,144.9692645,-37.81207094,57,Melbourne (CBD),101217,restaurant
Sempre Pizza & Calzone,144.9719053,-37.8119837,48,Melbourne (CBD),101110,restaurant
3 Lt Monkeys,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Carlton Curry House,144.9666993,-37.80443778,252,Carlton,111067,restaurant
Suda,144.9560169,-37.8134766,72,Melbourne (CBD),105726,restaurant
Ca De Vin,144.9632879,-37.81360425,55,Melbourne (CBD),101193,restaurant
STREAT ,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
La Cacciatora Restaurant,144.9685975,-37.80116198,248,Carlton,104445,restaurant
I Wrap Cafe,144.9581484,-37.80444251,362,North Melbourne,103246,restaurant
The Queensberry Pour House,144.9620274,-37.80421363,256,Carlton,108026,restaurant
Arintji,144.9699175,-37.81784465,6,Melbourne (CBD),578325,restaurant
Spin Coffee,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
No1 Steam Boat,144.9656386,-37.80673947,266,Carlton,106076,restaurant
Oriental Spoon,144.961747,-37.80994879,95,Melbourne (CBD),103308,restaurant
Breadtop Bakery,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Westlake Restaurant,144.9669548,-37.812194,56,Melbourne (CBD),105838,restaurant
Cafenatics ,144.9587607,-37.81494883,53,Melbourne (CBD),101176,restaurant
Son of the Bean,144.9707353,-37.81595762,17,Melbourne (CBD),104025,restaurant
Bullrun,144.9708344,-37.81560645,17,Melbourne (CBD),103924,restaurant
Gozleme Cafe,144.9572395,-37.80745984,113,Melbourne (CBD),110679,restaurant
The Long Room,144.9678476,-37.81450301,36,Melbourne (CBD),102152,restaurant
Colonial Hotel / Brown Alley Night Club,144.9552166,-37.81459098,62,Melbourne (CBD),105379,restaurant
Chocolateria San Churro,144.9664856,-37.80156205,246,Carlton,106104,restaurant
San Churro,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
A Treat of France,144.9590507,-37.82730522,732,Southbank,110373,restaurant
Dolcetti,144.9540448,-37.80590009,434,West Melbourne (Residential),109697,restaurant
Hochi Mama Kitchen,144.9713242,-37.81131159,58,Melbourne (CBD),105656,restaurant
Izakaya Chuji Japanese Restaurant,144.9676444,-37.81098272,67,Melbourne (CBD),108581,restaurant
Fo Guang Yuan Art Gallery,144.9605409,-37.81549904,43,Melbourne (CBD),108069,restaurant
Udon Yasan,144.9676888,-37.81267583,56,Melbourne (CBD),101207,restaurant
Brioche by Philip,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
Coffee Logic,144.9566688,-37.81651427,42,Melbourne (CBD),101158,restaurant
Sam Sam,144.9650387,-37.81289706,55,Melbourne (CBD),109285,restaurant
Hako,144.9636828,-37.81726468,24,Melbourne (CBD),110764,restaurant
Botica,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Bourke and Willis,144.9573923,-37.81531863,52,Melbourne (CBD),111282,restaurant
Cafe Lavita On William ,144.9582309,-37.81492637,53,Melbourne (CBD),110145,restaurant
Noodle Wizard,144.9676479,-37.81246709,56,Melbourne (CBD),108538,restaurant
All Smiles,144.9414051,-37.8153411,1109,Docklands,573925,restaurant
The Groove Train ,144.9457644,-37.82205739,1108,Docklands,611367,restaurant
5 Lire,144.9500956,-37.802235,369,North Melbourne,103498,restaurant
Morgans at 401,144.9612229,-37.81739636,23,Melbourne (CBD),102095,restaurant
Entrecote City,144.9702813,-37.8139675,37,Melbourne (CBD),102157,restaurant
Ohsso,144.9617562,-37.81416355,54,Melbourne (CBD),101187,restaurant
Bluebag,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Memoria Cafe,144.98763,-37.81638646,607,East Melbourne,110011,restaurant
Satu Produk Durian,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Don Don Japanese Restaurant,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Golfzoncity,144.9548222,-37.81349786,72,Melbourne (CBD),105375,restaurant
The Last Jar,144.9589387,-37.80389369,260,Carlton,103276,restaurant
Brunetti Carlton,144.9681789,-37.79803089,217,Carlton,106193,restaurant
This Side of Paradise,144.9634979,-37.81592157,34,Melbourne (CBD),103176,restaurant
Slater St Bench,144.9771931,-37.83854242,720,Melbourne (Remainder),108629,restaurant
Queen Street Rescue,144.9599687,-37.81428585,53,Melbourne (CBD),108074,restaurant
Cafe La Kiss,144.9484725,-37.82183078,1107,Docklands,602858,restaurant
Cocoa Bean Cafe,144.9589392,-37.81595642,43,Melbourne (CBD),110146,restaurant
Sarawak Kitchen,144.9599695,-37.807983,114,Melbourne (CBD),511516,restaurant
Lemongrass,144.96678,-37.80305855,252,Carlton,106240,restaurant
Lygon Charcoal Grill & Steakhouse,144.9666993,-37.80443778,252,Carlton,111062,restaurant
The Mug House,144.9597623,-37.81703239,33,Melbourne (CBD),102124,restaurant
Little Nic Cafe,144.9643593,-37.81143223,85,Melbourne (CBD),109302,restaurant
Palsaik,144.9685359,-37.81206119,57,Melbourne (CBD),101212,restaurant
Corner Cafe & Convenience Store,144.9391831,-37.77625457,928,Parkville,612698,restaurant
Pomodoro Sardo,144.9691194,-37.81053336,67,Melbourne (CBD),105674,restaurant
Boccata,144.9622689,-37.82266873,802,Southbank,613006,restaurant
Buddy Bakery Cafe,144.9375906,-37.81187395,1110,Docklands,608590,restaurant
Royal Mail Hotel On Spencer,144.9482732,-37.80844822,427,West Melbourne (Residential),108867,restaurant
Genki Express,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Sushi Ten,144.9665517,-37.81724878,15,Melbourne (CBD),104014,restaurant
Pie Face,144.9605226,-37.80918797,104,Melbourne (CBD),103219,restaurant
Paris End Cafe,144.9728919,-37.81330535,38,Melbourne (CBD),102169,restaurant
Mad Duck Cafe,144.9435506,-37.82438863,773,Docklands,579362,restaurant
Flavour Town Hot Pot,144.967177,-37.81265943,56,Melbourne (CBD),101203,restaurant
Theobroma Chocolate Lounge ,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Bodega Underground,144.9711092,-37.81101377,58,Melbourne (CBD),105831,restaurant
Gong Cha,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Chatime,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Lee's Chinese Gourmet,144.9548222,-37.81349786,72,Melbourne (CBD),105375,restaurant
In a Rush Espresso,144.9617411,-37.81560573,44,Melbourne (CBD),105956,restaurant
Kitchen Workshop,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Larder Section,144.9612043,-37.8138513,54,Melbourne (CBD),105851,restaurant
Market Lane Bar,144.9581185,-37.81853877,22,Melbourne (CBD),102103,restaurant
Druids Cafe,144.9631797,-37.80895593,95,Melbourne (CBD),109315,restaurant
French Quarter Patisserie,144.9484758,-37.80271264,346,North Melbourne,107986,restaurant
Thr1ve,144.9726281,-37.81430616,28,Melbourne (CBD),102063,restaurant
The Wharf Hotel,144.9536422,-37.82253633,131,Docklands,103978,restaurant
Locanda Italian Steakhouse,144.9706454,-37.81121462,58,Melbourne (CBD),103621,restaurant
Char Siu House,144.9490851,-37.80412429,345,North Melbourne,103403,restaurant
Burger Theory / The Hills Rooftop / The Tuxedo Cat,144.9605086,-37.81081439,84,Melbourne (CBD),105449,restaurant
OPPA (Korean Kitchen),144.964551,-37.81190136,65,Melbourne (CBD),109299,restaurant
Tukk & Co,144.9490176,-37.81792089,1103,Docklands,632898,restaurant
Bohemian Bar & Restaurant,144.9523782,-37.82539976,804,Southbank,110542,restaurant
The Commune ,144.9757456,-37.81162322,651,East Melbourne,107430,restaurant
No 8 Exhibition Cafe,144.9727209,-37.81546181,18,Melbourne (CBD),111071,restaurant
Naughty Nuri's Warung and Grill ,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Arbory Bar and Eatery,144.9654659,-37.81866105,4,Melbourne (CBD),104034,restaurant
Mr Tulk Cafe,144.965306,-37.80976881,86,Melbourne (CBD),109388,restaurant
Man Tong Kitchen,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Mork Chocolate,144.9501892,-37.80154511,370,North Melbourne,103492,restaurant
The Journal Canteen/Oskars Kitchen,144.9659028,-37.81706291,15,Melbourne (CBD),103942,restaurant
All Smiles,144.9414051,-37.8153411,1109,Docklands,573925,restaurant
Simply Spanish,144.9572395,-37.80745984,113,Melbourne (CBD),110690,restaurant
Newquay International Buffet,144.9436836,-37.81389091,1109,Docklands,584059,restaurant
Eureka Skydeck 88,144.9645668,-37.82166549,801,Southbank,559161,restaurant
Jang Go Mama,144.9681529,-37.81081665,67,Melbourne (CBD),105681,restaurant
Nora,144.9693917,-37.79713752,215,Carlton,103142,restaurant
Newquay International Buffet,144.9436836,-37.81389091,1109,Docklands,584059,restaurant
McDonald's,144.976192,-37.83615254,710,Melbourne (Remainder),108624,restaurant
Red Pepper Indian Restaurant,144.9724607,-37.81126209,58,Melbourne (CBD),504545,restaurant
Gloria Jeans,144.9614515,-37.80977165,95,Melbourne (CBD),103306,restaurant
Stalactites Restaurant,144.967037,-37.81111923,66,Melbourne (CBD),108555,restaurant
N Lee Bakery,144.9599965,-37.81679183,33,Melbourne (CBD),102125,restaurant
Dan O'Connell Hotel,144.9733817,-37.79303229,228,Carlton,101450,restaurant
Supergrind Cafe,144.9718354,-37.80990475,68,Melbourne (CBD),108990,restaurant
Bluestones 520 Cafe,144.9583865,-37.81527349,53,Melbourne (CBD),101175,restaurant
Alice Nevins,144.9665517,-37.81724878,15,Melbourne (CBD),104014,restaurant
Cafe Metsa,144.9499616,-37.80546579,423,West Melbourne (Residential),109714,restaurant
Itoya ,144.9532987,-37.81625435,51,Melbourne (CBD),566659,restaurant
Tempo Bar & Cafe,144.9589224,-37.81630648,43,Melbourne (CBD),110147,restaurant
Kollabo,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Ziyka,144.9710405,-37.7960463,225,Carlton,108239,restaurant
Pei Modern,144.9726281,-37.81430616,28,Melbourne (CBD),102061,restaurant
Chokolait,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Brim Cc Squared,144.9597543,-37.81355361,63,Melbourne (CBD),108079,restaurant
Tsubu Bar,144.9612468,-37.79739836,270,Parkville,664636,restaurant
11 Inch Pizza CBD,144.9489519,-37.81914692,1105,Docklands,609487,restaurant
Roll'd Collins Place,144.9726281,-37.81430616,28,Melbourne (CBD),102063,restaurant
Crystal Jade Restaurant,144.9678632,-37.81158809,67,Melbourne (CBD),108583,restaurant
Briscola Espresso,144.9612607,-37.80241321,257,Carlton,525991,restaurant
Cafe Victoria,144.9572395,-37.80745984,113,Melbourne (CBD),110690,restaurant
Black Rice,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Terrace Deli,144.95955,-37.81660734,33,Melbourne (CBD),105938,restaurant
Vibe Savoy Hotel Melbourne,144.9539293,-37.81777221,41,Melbourne (CBD),108966,restaurant
Hell's Kitchen,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Byblos Bar & Restaurant,144.9536422,-37.82253633,131,Docklands,103978,restaurant
Angliss Restaurant ,144.9528962,-37.81327283,81,Melbourne (CBD),561698,restaurant
Grain 717,144.9502584,-37.81864992,1105,Docklands,578096,restaurant
Harry's At Stamford ,144.9697676,-37.8136886,37,Melbourne (CBD),105915,restaurant
DANSK Restaurant,144.9597229,-37.81392392,63,Melbourne (CBD),105867,restaurant
McDonald's,144.9727083,-37.81342593,38,Melbourne (CBD),102168,restaurant
Meatball & Wine Bar,144.9701585,-37.81573536,17,Melbourne (CBD),103928,restaurant
Zuppa,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
Guzman Y Gomez,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
O-Bento,144.9450469,-37.82100111,1108,Docklands,622439,restaurant
Saman Estate Coffee,144.9450469,-37.82100111,1108,Docklands,622439,restaurant
Lahore Biryani House,144.9681645,-37.79698294,214,Carlton,103134,restaurant
Code 3,144.9509981,-37.81379938,1101,Docklands,108847,restaurant
Rice Paper Vietnamese Restaurant,144.9647365,-37.81230108,65,Melbourne (CBD),109292,restaurant
Bergerac,144.9562135,-37.81439357,62,Melbourne (CBD),105713,restaurant
Cafe Sonex ,144.9542745,-37.81261513,82,Melbourne (CBD),105370,restaurant
Fomo Thai,144.9684972,-37.81296416,47,Melbourne (CBD),101125,restaurant
Sensory Lab,144.9724724,-37.81346244,38,Melbourne (CBD),102167,restaurant
Prudence Bar,144.9540548,-37.80543619,357,North Melbourne,109822,restaurant
Subway,144.9637506,-37.8103651,85,Melbourne (CBD),109311,restaurant
Horse Bazaar,144.9602499,-37.81190077,74,Melbourne (CBD),106018,restaurant
Malaysian Laksa House,144.9602158,-37.80856366,104,Melbourne (CBD),103228,restaurant
Theobroma Chocolate Lounge ,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Stassi Cafe,144.9592377,-37.81024912,94,Melbourne (CBD),108089,restaurant
Dolan Uyghur Food Heaven,144.966972,-37.80966479,87,Melbourne (CBD),108569,restaurant
Mugs Alley,144.9759275,-37.81642072,655,East Melbourne,580629,restaurant
French Saloon,144.9613283,-37.81354346,64,Melbourne (CBD),105870,restaurant
Gyoza Gyoza & Momo Shabu Shabu,144.9690101,-37.81158808,57,Melbourne (CBD),105836,restaurant
Nirankar Restaurant ,144.9607699,-37.81429326,54,Melbourne (CBD),108106,restaurant
Nihonshu Shochu & Sake Bar,144.9676444,-37.81098272,67,Melbourne (CBD),108581,restaurant
D House Cafe,144.964105,-37.81088539,85,Melbourne (CBD),109307,restaurant
Buenos Aires Steakhouse,144.966488,-37.8011904,246,Carlton,106107,restaurant
Animal Orchestra,144.9634206,-37.80059737,243,Carlton,104453,restaurant
Impresso Cafe,144.9535989,-37.81229604,91,West Melbourne (Residential),598269,restaurant
The Longing Flavour,144.965164,-37.79780844,204,Carlton,109359,restaurant
Starbucks ,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Melbourne Mahn Doo,144.9586601,-37.81145082,83,Melbourne (CBD),105456,restaurant
Parkville Cafe,144.9501914,-37.79382016,931,Parkville,103908,restaurant
Angliss Bistro,144.9528962,-37.81327283,81,Melbourne (CBD),561697,restaurant
Minzaman Lebanese Restaurant,144.9673338,-37.80013942,218,Carlton,106217,restaurant
Wing Loong Chinese Restaurant,144.9601828,-37.80671508,125,Melbourne (CBD),103292,restaurant
Bhoj On Docklands ,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
Great Space Cafe,144.9726281,-37.81430616,28,Melbourne (CBD),102063,restaurant
Da Guido,144.9666832,-37.80403393,252,Carlton,106249,restaurant
Gloria Jeans,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
The Boatbuilders Yard,144.9534995,-37.82437522,804,Southbank,110537,restaurant
Little Ramen Bar,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
Hotel Pullman Melbourne On The Park,144.9834989,-37.81582277,618,East Melbourne,109993,restaurant
Pho n Roll,144.955444,-37.81787118,31,Melbourne (CBD),105942,restaurant
McDonalds,144.9669316,-37.81723918,15,Melbourne (CBD),109258,restaurant
Bar Ampere,144.9674275,-37.81355434,46,Melbourne (CBD),111394,restaurant
Rice @ Chevron,144.9798191,-37.8455379,724,Melbourne (Remainder),108646,restaurant
Hotel Lincoln,144.9645057,-37.80448528,255,Carlton,101593,restaurant
The Terrace,144.9803723,-37.83016988,852,Melbourne (Remainder),101100,restaurant
BangPop,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Spotless Services,144.9832828,-37.81992883,658,East Melbourne,110266,restaurant
Roule Galette,144.9663028,-37.81685974,15,Melbourne (CBD),103940,restaurant
Gekkazan,144.9632879,-37.81360425,55,Melbourne (CBD),101193,restaurant
Mawal,144.9667447,-37.80359309,252,Carlton,106245,restaurant
Snax Deli,144.9492871,-37.80323404,345,North Melbourne,103419,restaurant
Hatchd Chicken,144.9295071,-37.79455811,524,Kensington,106320,restaurant
Dukes Coffee Roasters,144.9661707,-37.81699341,15,Melbourne (CBD),103941,restaurant
Gypsy & Pig,144.9603411,-37.81187439,74,Melbourne (CBD),106017,restaurant
King Curry,144.9576378,-37.81992762,12,Melbourne (CBD),105402,restaurant
Boyd Cafe,144.9612867,-37.82576299,809,Southbank,110368,restaurant
Flagstaff City,144.951028,-37.81010661,111,West Melbourne (Residential),102950,restaurant
Japan Inn Gourmet Sushi,144.9771931,-37.83854242,720,Melbourne (Remainder),108629,restaurant
Pizza @ QV,144.9572395,-37.80745984,113,Melbourne (CBD),110679,restaurant
Pie Face,144.9605226,-37.80918797,104,Melbourne (CBD),103219,restaurant
Guava Bean,144.962154,-37.82167834,802,Southbank,575820,restaurant
Cafe Fillings,144.9634142,-37.80087264,243,Carlton,109329,restaurant
Hofbrauhaus Restaurant ,144.9693353,-37.81160745,57,Melbourne (CBD),106432,restaurant
Klatch,144.9624418,-37.81728432,24,Melbourne (CBD),102092,restaurant
Three Drops Espresso,144.9663304,-37.81584476,25,Melbourne (CBD),102079,restaurant
Zigzag Salads & Burgers,144.9155212,-37.78257294,571,Kensington,602256,restaurant
Yohozunn Express,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Oree,144.9599857,-37.81452036,53,Melbourne (CBD),108073,restaurant
Il Gusto,144.9671605,-37.80118693,247,Carlton,106227,restaurant
Hokuto Japanese Cafe,144.9634198,-37.80945732,95,Melbourne (CBD),109312,restaurant
Rice Paper Vietnamese Restaurant,144.9647365,-37.81230108,65,Melbourne (CBD),109292,restaurant
Grill'd (QV),144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Bornga,144.9643593,-37.81143223,85,Melbourne (CBD),109302,restaurant
Russells Old Corner Shop Luncheon Room,144.9542466,-37.8125542,82,Melbourne (CBD),105369,restaurant
Garden Restaurant,144.9686338,-37.82281707,752,Southbank,110736,restaurant
Pie Face,144.9651047,-37.81169356,66,Melbourne (CBD),109389,restaurant
Clocks At Flinders Street Station,144.9654659,-37.81866105,4,Melbourne (CBD),104034,restaurant
Saint & Rogue,144.9553525,-37.81740928,41,Melbourne (CBD),105948,restaurant
Faces & Places,144.9495517,-37.80497299,354,North Melbourne,109789,restaurant
Portside Deli,144.9187862,-37.82221049,784,Port Melbourne,110642,restaurant
Dumpling King,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
CJ Lunchbar ,144.9603411,-37.81187439,74,Melbourne (CBD),106017,restaurant
Thailicious,144.9681732,-37.80752222,97,Melbourne (CBD),103617,restaurant
Mercadante Pizza,144.9660342,-37.80408996,254,Carlton,106087,restaurant
Yamato Japanese Restaurant,144.9681529,-37.81081665,67,Melbourne (CBD),110702,restaurant
In A Rush,144.9604697,-37.81352285,64,Melbourne (CBD),108102,restaurant
Chokolait,144.9640121,-37.81488174,45,Melbourne (CBD),105960,restaurant
Grill Steak Seafood,144.9611061,-37.8130703,64,Melbourne (CBD),104665,restaurant
Nando's Melbourne Central,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
The Nixon Hotel,144.9479753,-37.81925128,1104,Docklands,576024,restaurant
Carlton Yacht Club Bar,144.9673764,-37.79998572,218,Carlton,106215,restaurant
Butcher Shop Cafe,144.945578,-37.8080043,415,West Melbourne (Residential),104762,restaurant
Chick-In,144.9543505,-37.81867544,31,Melbourne (CBD),102109,restaurant
Sunny Boy Cafe,144.9597623,-37.81703239,33,Melbourne (CBD),102124,restaurant
Market Lane Coffee,144.9732575,-37.81314231,38,Melbourne (CBD),102172,restaurant
Laksa Bar,144.9684463,-37.80913993,87,Melbourne (CBD),106056,restaurant
Black Ball,144.9642823,-37.80131908,245,Carlton,109365,restaurant
Kenny's Bakery Cafe,144.9606804,-37.81402844,54,Melbourne (CBD),108104,restaurant
Sea Life Melbourne Aquarium,144.9589895,-37.8204728,2,Melbourne (CBD),111467,restaurant
GG Restaurant & Bar,144.9841619,-37.81229599,615,East Melbourne,611568,restaurant
Sweetie And Moustache Dessert Lounge,144.9672984,-37.81169847,66,Melbourne (CBD),108548,restaurant
The Groove Train,144.9617186,-37.81629382,34,Melbourne (CBD),102132,restaurant
Degani Bakery Cafe,144.9378299,-37.81315031,1110,Docklands,620308,restaurant
Tataki Noodles & Dumplings,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Stuzzichino,144.9664569,-37.80171819,246,Carlton,106101,restaurant
Sage & Grace Cafe,144.9605953,-37.79301958,271,Parkville,102052,restaurant
Frying Colours,144.9287638,-37.79405714,2523,Kensington,614834,restaurant
Mitre Tavern,144.9603112,-37.81680457,33,Melbourne (CBD),100727,restaurant
Elements Catering (Kiosk),144.9693797,-37.81398457,37,Melbourne (CBD),102155,restaurant
Delaware North Companies Australia Pty Ltd,144.9803771,-37.82181585,659,Melbourne (Remainder),614000,restaurant
Grilla House,144.9660241,-37.80415049,254,Carlton,106086,restaurant
Squisito Bar,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
D.D. Panda,144.9487135,-37.80474738,345,North Melbourne,570824,restaurant
Oli Levi,144.9692543,-37.81302823,47,Melbourne (CBD),102197,restaurant
Ten Years,144.9658273,-37.82280752,812,Southbank,110417,restaurant
Sud,144.9548584,-37.81514931,61,Melbourne (CBD),105311,restaurant
Nomads Industry Backpackers,144.9574447,-37.80998494,103,Melbourne (CBD),100160,restaurant
Shortstop Coffee & Donuts,144.9609484,-37.81131629,84,Melbourne (CBD),650593,restaurant
Seven Seeds ,144.9591271,-37.8028778,259,Carlton,101061,restaurant
The Coffee Commission ,144.9707087,-37.81358646,37,Melbourne (CBD),102161,restaurant
Tia To Vietnamese Restaurant,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Akachochin,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Cafe Lua,144.969295,-37.79757961,216,Carlton,103101,restaurant
Briscola,144.9613352,-37.80242146,257,Carlton,525992,restaurant
Club Sandwich on Collins,144.9589237,-37.81817724,22,Melbourne (CBD),110665,restaurant
Signature Pho Viet,144.9523782,-37.82539976,804,Southbank,110542,restaurant
Toast Kitchen Cafe,144.9490423,-37.80463699,345,North Melbourne,103396,restaurant
Squires Loft Dockland,144.943969,-37.81927362,1108,Docklands,604124,restaurant
Kenny's Bakery Cafe,144.9624375,-37.81798973,14,Melbourne (CBD),108114,restaurant
The Deck,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Fratelli Fresh,144.9699104,-37.81401267,37,Melbourne (CBD),100398,restaurant
KFC,144.9667724,-37.81688806,15,Melbourne (CBD),109262,restaurant
Nusantara,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Chatime (Lvl 1),144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Burger Project St. Collins Lane,144.9648999,-37.81536587,35,Melbourne (CBD),102143,restaurant
The Merrywell,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Pie Face,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Origami Sushi & Noodles ,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Bamboo House,144.9711092,-37.81101377,58,Melbourne (CBD),105831,restaurant
Mercure Welcome Hotel,144.9646469,-37.81288667,55,Melbourne (CBD),105840,restaurant
The Oxford Scholar Hotel,144.9626932,-37.80826292,105,Melbourne (CBD),109318,restaurant
Novotel Melbourne On Collins,144.9648999,-37.81536587,35,Melbourne (CBD),102143,restaurant
Booji Cafe,144.9479753,-37.81925128,1104,Docklands,576024,restaurant
Grain Store,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Arena View Restaurant And Cafe,144.9475776,-37.81656591,1103,Docklands,558180,restaurant
The Balcony Shisha Bar,144.9660984,-37.80378355,254,Carlton,106092,restaurant
Pie Face,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Saj Mediterranean Grill,144.9155212,-37.78257294,571,Kensington,602256,restaurant
Guhng ,144.961621,-37.81534187,44,Melbourne (CBD),106372,restaurant
A Treat of France,144.9590507,-37.82730522,732,Southbank,110373,restaurant
Stalactites Restaurant,144.967037,-37.81111923,66,Melbourne (CBD),108555,restaurant
The Groove Train,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Espresso Alto ,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Punch Lane Wine Bar/Restaurant,144.971363,-37.81092017,58,Melbourne (CBD),105830,restaurant
Traveller,144.9712095,-37.81138377,58,Melbourne (CBD),102272,restaurant
Moo Moo Pho,144.9617626,-37.81212877,74,Melbourne (CBD),105743,restaurant
Bento King,144.9648999,-37.79668021,203,Carlton,109358,restaurant
Cafe Port IT ,144.9253775,-37.82304058,781,Port Melbourne,110551,restaurant
Hortus x Seven Seeds,144.9452948,-37.81711584,1108,Docklands,611786,restaurant
The Corkman Irish Pub,144.960916,-37.80243195,257,Carlton,105516,restaurant
Supermax Eatery,144.9479753,-37.81925128,1104,Docklands,598658,restaurant
Eau-De-Vie ,144.9716757,-37.81587662,17,Melbourne (CBD),574438,restaurant
In a Rush Espresso,144.9617411,-37.81560573,44,Melbourne (CBD),105956,restaurant
Miyako Japanese Cuisine & Teppanyaki,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Schnitz,144.9626049,-37.81366344,54,Melbourne (CBD),103183,restaurant
Sushi Hut,144.9629844,-37.81570426,34,Melbourne (CBD),110669,restaurant
Josies Food Bar,144.9572395,-37.80745984,113,Melbourne (CBD),110671,restaurant
Gasolina,144.9523782,-37.82539976,804,Southbank,110542,restaurant
Cafe Bella,144.959683,-37.82566196,815,Southbank,110387,restaurant
Shophouse Kitcken,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Red Rooster,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
McDonald's Bourke St West,144.9617562,-37.81416355,54,Melbourne (CBD),101187,restaurant
The Quiet Man Irishman  Pub,144.9323559,-37.78860982,2530,Kensington,616160,restaurant
Left Bank Melbourne,144.9628914,-37.8210403,801,Southbank,110335,restaurant
Golden Delicious,144.9699123,-37.81128986,57,Melbourne (CBD),103601,restaurant
Gingerboy,144.9709314,-37.81125144,58,Melbourne (CBD),102269,restaurant
Spanish Doughnuts,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Pud Thai Vs Pho,144.9525486,-37.82290352,1112,Docklands,103980,restaurant
Degraves Espresso,144.9654844,-37.81710105,15,Melbourne (CBD),103943,restaurant
Travelodge Docklands,144.9502584,-37.81864992,1105,Docklands,578096,restaurant
Rosa's Canteen,144.9587607,-37.81494883,53,Melbourne (CBD),101176,restaurant
La Spaghetteria Ristorante,144.966693,-37.80395783,252,Carlton,106248,restaurant
Cafe Trevi,144.9673485,-37.80004498,218,Carlton,106216,restaurant
Higher Ground,144.9535531,-37.8153588,61,Melbourne (CBD),641556,restaurant
Banh Mi,144.9632938,-37.81554941,34,Melbourne (CBD),105929,restaurant
Melbourne Thai Cafe,144.9547634,-37.80542551,357,North Melbourne,109825,restaurant
Sarawak Kitchen,144.9599695,-37.807983,114,Melbourne (CBD),511516,restaurant
Code Black,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Komegashi,144.9536295,-37.81236188,91,West Melbourne (Residential),598268,restaurant
Fraser Place Melbourne,144.9680776,-37.80895368,87,Melbourne (CBD),103631,restaurant
Cafe 99,144.9421193,-37.79717284,319,North Melbourne,106336,restaurant
Laurent - Boulangerie Patisserie,144.9848341,-37.81608793,618,East Melbourne,109996,restaurant
Mister Close,144.9658365,-37.81296443,56,Melbourne (CBD),101199,restaurant
Coffee on Drummond,144.9682868,-37.80482036,251,Carlton,102774,restaurant
